Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;ar;Beregningsmetode;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall enheter total;Antall enheter inkludert;Antall enheter ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
25694V2370584;Karmoytunnelen Hellevik;FV554 S1D1 m634;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2398;2398;2398;100;365;365;0;0;100;3;2130;268;100;101;19;48;47;1
25694V2370584;Karmoytunnelen Hellevik;FV554 S1D1 m634;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2637;2637;2637;100;365;365;0;1;100;Totalt i retning Karmoy;2362;274;103;101;22;49;48;1
25694V2370584;Karmoytunnelen Hellevik;FV554 S1D1 m634;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2571;2571;2571;100;365;365;0;0;100;Totalt i retning Raglamyr;2298;273;103;102;20;49;48;1
25694V2370584;Karmoytunnelen Hellevik;FV554 S1D1 m634;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);5208;5208;5208;100;365;365;0;1;100;Totalt;4660;547;205;204;41;97;95;2
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1996;1996;1996;100;366;366;0;0;100;1;1648;348;131;117;22;79;79;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);143;143;143;100;366;366;0;0;100;2;135;8;3;3;0;1;1;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1848;1848;1848;100;366;366;0;0;100;4;1538;310;98;110;21;82;82;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1997;1997;1997;100;366;366;0;0;100;Totalt i retning Karmoy;1649;348;131;117;22;79;79;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);1991;1991;1991;100;366;366;0;0;100;Totalt i retning Mjasund;1673;318;101;112;21;83;83;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);3988;3988;3988;100;366;366;0;1;100;Totalt;3321;666;232;229;43;161;161;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2250;2250;2250;100;365;365;0;0;100;1;1871;379;144;130;22;83;83;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);171;171;171;100;365;365;0;0;100;2;163;9;4;3;1;1;1;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2081;2081;2081;100;365;365;0;1;100;4;1747;334;108;120;22;84;84;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2251;2251;2251;100;365;365;0;1;100;Totalt i retning Karmoy;1871;379;144;130;22;83;83;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2251;2251;2251;100;365;365;0;0;100;Totalt i retning Mjasund;1909;342;112;123;22;85;85;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4502;4502;4502;100;365;365;0;1;100;Totalt;3780;721;256;253;44;168;168;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2603;2603;2603;100;365;365;0;1;100;1;2179;423;170;140;25;88;87;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);212;212;212;100;365;365;0;1;99,5;2;201;10;5;4;1;1;1;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2384;2384;2384;100;365;365;0;0;100;4;2020;364;122;128;26;89;88;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2603;2603;2603;100;365;365;0;0;100;Totalt i retning Karmoy;2180;423;170;140;25;88;87;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2595;2595;2595;100;365;365;0;0;100;Totalt i retning Mjasund;2221;374;126;132;26;90;89;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);5198;5198;5198;100;365;365;0;0;100;Totalt;4400;797;297;272;52;177;176;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2853;2853;2853;100;365;365;0;0;100;1;2402;451;182;149;31;90;89;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);253;253;253;100;365;365;0;0;100;2;242;12;5;4;1;1;1;0
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2601;2601;2601;100;365;365;0;0;100;4;2208;393;133;139;31;89;88;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2854;2854;2854;100;365;365;0;0;100;Totalt i retning Karmoy;2403;451;182;149;31;90;89;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2853;2853;2853;100;365;365;0;0;100;Totalt i retning Mjasund;2449;404;138;143;32;91;90;1
30193V2370595;Karmoytunnelen Mjasund;FV553 S1D1 m2782;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);5707;5707;5707;100;365;365;0;0;100;Totalt;4851;855;320;292;63;181;179;2
42954V320585;Grinde nord;EV39 S91D1 m2970;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4079;4029;4129;80,1;366;293;73;2;100;1;3355;723;214;251;35;222;222;0
42954V320585;Grinde nord;EV39 S91D1 m2970;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4067;4001;4133;77,9;366;285;81;2;100;2;3354;711;201;251;33;226;226;0
42954V320585;Grinde nord;EV39 S91D1 m2970;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4086;4036;4136;80,1;366;293;73;2;100;Totalt i retning Aksdal;3358;726;214;252;36;223;223;0
42954V320585;Grinde nord;EV39 S91D1 m2970;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4060;3994;4126;77,9;366;285;81;2;100;Totalt i retning Vag;3350;708;201;251;32;224;224;0
42954V320585;Grinde nord;EV39 S91D1 m2970;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);8113;8003;8223;77,9;366;285;81;4;100;Totalt;6680;1429;414;500;68;447;447;0
42954V320585;Grinde nord;EV39 S91D1 m2970;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4624;4619;4629;99,7;365;364;1;1;100;1;3829;795;243;277;40;235;234;1
42954V320585;Grinde nord;EV39 S91D1 m2970;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4648;4641;4655;99,7;365;364;1;3;99,9;2;3793;852;284;288;38;243;242;1
42954V320585;Grinde nord;EV39 S91D1 m2970;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4628;4623;4633;99,7;365;364;1;0;100;Totalt i retning Aksdal;3831;797;244;277;40;236;235;1
42954V320585;Grinde nord;EV39 S91D1 m2970;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4644;4637;4651;99,7;365;364;1;3;99,9;Totalt i retning Vag;3791;850;283;287;37;242;241;1
42954V320585;Grinde nord;EV39 S91D1 m2970;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);9272;9261;9283;99,7;365;364;1;3;100;Totalt;7622;1647;527;565;77;478;476;2
42954V320585;Grinde nord;EV39 S91D1 m2970;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4692;4692;4692;100;365;365;0;1;100;1;3881;810;256;279;44;231;228;3
42954V320585;Grinde nord;EV39 S91D1 m2970;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4706;4706;4706;100;365;365;0;3;99,9;2;3850;853;291;285;42;236;231;5
42954V320585;Grinde nord;EV39 S91D1 m2970;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4694;4694;4694;100;365;365;0;1;100;Totalt i retning Aksdal;3881;812;257;280;45;231;228;3
42954V320585;Grinde nord;EV39 S91D1 m2970;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4704;4704;4704;100;365;365;0;3;99,9;Totalt i retning Vag;3850;852;291;285;42;235;230;5
42954V320585;Grinde nord;EV39 S91D1 m2970;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);9398;9398;9398;100;365;365;0;3;100;Totalt;7731;1664;547;564;86;465;458;7
42954V320585;Grinde nord;EV39 S91D1 m2970;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);4838;4822;4854;97;365;354;11;0;100;1;4017;821;263;275;47;236;230;6
42954V320585;Grinde nord;EV39 S91D1 m2970;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);4874;4853;4895;97;365;354;11;2;100;2;4000;872;301;283;46;242;234;8
42954V320585;Grinde nord;EV39 S91D1 m2970;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);4842;4826;4858;97;365;354;11;0;100;Totalt i retning Aksdal;4019;823;263;275;48;236;230;6
42954V320585;Grinde nord;EV39 S91D1 m2970;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);4870;4849;4891;97;365;354;11;2;100;Totalt i retning Vag;3998;870;300;282;45;242;234;8
42954V320585;Grinde nord;EV39 S91D1 m2970;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);9712;9678;9746;97;365;354;11;3;100;Totalt;8017;1693;564;558;93;478;464;14
45383V319532;Haukas;EV39 S92D1 m8845;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);2231;2228;2234;99,7;366;365;1;615;72,4;1;1251;365;89;93;28;154;154;0
45383V319532;Haukas;EV39 S92D1 m8845;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);2199;2195;2203;99,7;366;365;1;591;73,1;2;1250;359;80;93;28;157;157;0
45383V319532;Haukas;EV39 S92D1 m8845;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);2232;2229;2235;99,7;366;365;1;616;72,4;Totalt i retning Mjasund bru;1251;365;89;93;28;154;154;0
45383V319532;Haukas;EV39 S92D1 m8845;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);2198;2194;2202;99,7;366;365;1;590;73,2;Totalt i retning Aksdal X E39;1249;359;80;93;28;157;157;0
45383V319532;Haukas;EV39 S92D1 m8845;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);4430;4423;4437;99,7;366;365;1;1206;72,8;Totalt;2500;724;169;187;56;313;312;1
45383V319532;Haukas;EV39 S92D1 m8845;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2399;2394;2404;99,4;365;363;2;712;70,3;1;1297;390;97;103;27;162;162;0
45383V319532;Haukas;EV39 S92D1 m8845;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2358;2353;2363;99,4;365;363;2;622;73,6;2;1346;390;93;103;27;167;167;0
45383V319532;Haukas;EV39 S92D1 m8845;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2400;2395;2405;99,4;365;363;2;712;70,3;Totalt i retning Mjasund bru;1298;390;97;103;27;162;162;0
45383V319532;Haukas;EV39 S92D1 m8845;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);2357;2352;2362;99,4;365;363;2;622;73,6;Totalt i retning Aksdal X E39;1346;390;93;103;27;167;167;0
45383V319532;Haukas;EV39 S92D1 m8845;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);4757;4747;4767;99,4;365;363;2;1334;72;Totalt;2644;779;190;206;54;330;329;1
45383V319532;Haukas;EV39 S92D1 m8845;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2466;2466;2466;100;365;365;0;47;98,1;1;1895;524;189;134;35;166;165;1
45383V319532;Haukas;EV39 S92D1 m8845;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2414;2414;2414;100;365;365;0;39;98,4;2;1862;513;180;130;32;171;170;1
45383V319532;Haukas;EV39 S92D1 m8845;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2467;2467;2467;100;365;365;0;47;98,1;Totalt i retning Mjasund bru;1895;524;189;134;35;166;165;1
45383V319532;Haukas;EV39 S92D1 m8845;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);2414;2414;2414;100;365;365;0;40;98,3;Totalt i retning Aksdal X E39;1861;513;180;130;32;171;170;1
45383V319532;Haukas;EV39 S92D1 m8845;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);4880;4880;4880;100;365;365;0;86;98,2;Totalt;3756;1038;369;264;67;337;335;2
45383V319532;Haukas;EV39 S92D1 m8845;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2588;2588;2588;100;365;365;0;16;99,4;1;2023;549;206;135;36;171;169;2
45383V319532;Haukas;EV39 S92D1 m8845;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2543;2543;2543;100;365;365;0;15;99,4;2;1985;543;200;133;35;175;173;2
45383V319532;Haukas;EV39 S92D1 m8845;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2589;2589;2589;100;365;365;0;16;99,4;Totalt i retning Mjasund bru;2024;549;206;135;36;171;169;2
45383V319532;Haukas;EV39 S92D1 m8845;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);2543;2543;2543;100;365;365;0;15;99,4;Totalt i retning Aksdal X E39;1984;543;200;133;35;175;173;2
45383V319532;Haukas;EV39 S92D1 m8845;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);5132;5132;5132;100;365;365;0;32;99,4;Totalt;4008;1092;406;268;71;346;342;4
57053V319651;Toskatjorn;EV134 S2D1 m4051;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);7603;7502;7704;74,6;366;273;93;1974;74;1;4977;652;225;283;50;94;93;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);7687;7570;7804;74,6;366;273;93;2057;73,2;2;4939;691;254;289;52;97;96;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);7601;7500;7702;74,6;366;273;93;1973;74;Totalt i retning AKSDAL XE39;4976;652;225;283;50;94;93;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);7689;7572;7806;74,6;366;273;93;2058;73,2;Totalt i retning HAUGESUND XR47;4940;691;254;289;52;97;96;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2020-01-01T00:00+01:00;2021-01-01T00:00+01:00;2020;Gjennomsnitt (enhet = dogn);15290;15075;15505;74,6;366;273;93;4031;73,6;Totalt;9916;1343;479;572;102;190;189;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);7673;7663;7683;99,7;365;364;1;724;90,6;1;6189;760;290;306;67;97;97;0
57053V319651;Toskatjorn;EV134 S2D1 m4051;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);7509;7501;7517;99,7;365;364;1;774;89,7;2;5984;752;292;302;60;98;98;0
57053V319651;Toskatjorn;EV134 S2D1 m4051;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);7674;7664;7684;99,7;365;364;1;724;90,6;Totalt i retning AKSDAL XE39;6190;760;290;306;67;97;97;0
57053V319651;Toskatjorn;EV134 S2D1 m4051;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);7508;7500;7516;99,7;365;364;1;773;89,7;Totalt i retning HAUGESUND XR47;5983;752;292;302;60;98;98;0
57053V319651;Toskatjorn;EV134 S2D1 m4051;2021-01-01T00:00+01:00;2022-01-01T00:00+01:00;2021;Gjennomsnitt (enhet = dogn);15182;15164;15200;99,7;365;364;1;1498;90,1;Totalt;12173;1512;582;607;127;195;195;0
57053V319651;Toskatjorn;EV134 S2D1 m4051;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);7687;7687;7687;100;365;365;0;1;100;1;6863;823;324;324;80;94;93;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);7507;7507;7507;100;365;365;0;0;100;2;6677;830;339;318;76;98;96;2
57053V319651;Toskatjorn;EV134 S2D1 m4051;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);7690;7690;7690;100;365;365;0;1;100;Totalt i retning AKSDAL XE39;6866;823;325;324;80;94;93;1
57053V319651;Toskatjorn;EV134 S2D1 m4051;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);7504;7504;7504;100;365;365;0;1;100;Totalt i retning HAUGESUND XR47;6673;830;339;318;76;98;96;2
57053V319651;Toskatjorn;EV134 S2D1 m4051;2022-01-01T00:00+01:00;2023-01-01T00:00+01:00;2022;Gjennomsnitt (enhet = dogn);15194;15194;15194;100;365;365;0;1;100;Totalt;13539;1654;663;642;156;192;189;3
57053V319651;Toskatjorn;EV134 S2D1 m4051;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);7856;7856;7856;100;365;365;0;0;100;1;7053;802;319;313;77;93;90;3
57053V319651;Toskatjorn;EV134 S2D1 m4051;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);7663;7663;7663;100;365;365;0;0;100;2;6853;810;334;309;74;93;90;3
57053V319651;Toskatjorn;EV134 S2D1 m4051;2023-01-01T00:00+01:00;2024-01-01T00:00+01:00;2023;Gjennomsnitt (enhet = dogn);7858;7858;7858;100;365;365;0;1;100;Totalt i retning AKSDAL XE39;7055;802;319;313;77;93;90;3
